,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
3608,Injured Cassualties,2007,15 - 17 years,Female,All road users,Number,168
3616,Injured Cassualties,2007,18 - 20 years,Male,All road users,Number,487
3624,Injured Cassualties,2007,18 - 20 years,Female,All road users,Number,349
3632,Injured Cassualties,2007,21 - 24 years,Male,All road users,Number,530
3640,Injured Cassualties,2007,21 - 24 years,Female,All road users,Number,361
3648,Injured Cassualties,2007,25 - 34 years,Male,All road users,Number,914
3656,Injured Cassualties,2007,25 - 34 years,Female,All road users,Number,696
3664,Injured Cassualties,2007,35 - 44 years,Male,All road users,Number,620
3672,Injured Cassualties,2007,35 - 44 years,Female,All road users,Number,435
3680,Injured Cassualties,2007,45 - 54 years,Male,All road users,Number,408
3688,Injured Cassualties,2007,45 - 54 years,Female,All road users,Number,325
3696,Injured Cassualties,2007,55 - 64 years,Male,All road users,Number,271
3704,Injured Cassualties,2007,55 - 64 years,Female,All road users,Number,256
3712,Injured Cassualties,2007,65 years and over,Male,All road users,Number,270
3720,Injured Cassualties,2007,65 years and over,Female,All road users,Number,246
3728,Injured Cassualties,2007,Age unknown,Male,All road users,Number,78
3736,Injured Cassualties,2007,Age unknown,Female,All road users,Number,57
3760,Injured Cassualties,2008,0 - 5 years,Male,All road users,Number,154
3768,Injured Cassualties,2008,0 - 5 years,Female,All road users,Number,124
3776,Injured Cassualties,2008,6 - 9 years,Male,All road users,Number,131
3784,Injured Cassualties,2008,6 - 9 years,Female,All road users,Number,89
3792,Injured Cassualties,2008,10 - 14 years,Male,All road users,Number,175
3800,Injured Cassualties,2008,10 - 14 years,Female,All road users,Number,117
3808,Injured Cassualties,2008,15 - 17 years,Male,All road users,Number,261
3816,Injured Cassualties,2008,15 - 17 years,Female,All road users,Number,190
3824,Injured Cassualties,2008,18 - 20 years,Male,All road users,Number,553
3832,Injured Cassualties,2008,18 - 20 years,Female,All road users,Number,362
3840,Injured Cassualties,2008,21 - 24 years,Male,All road users,Number,547
3848,Injured Cassualties,2008,21 - 24 years,Female,All road users,Number,448
3856,Injured Cassualties,2008,25 - 34 years,Male,All road users,Number,1117
3864,Injured Cassualties,2008,25 - 34 years,Female,All road users,Number,807
3872,Injured Cassualties,2008,35 - 44 years,Male,All road users,Number,698
3880,Injured Cassualties,2008,35 - 44 years,Female,All road users,Number,473
3888,Injured Cassualties,2008,45 - 54 years,Male,All road users,Number,428
3896,Injured Cassualties,2008,45 - 54 years,Female,All road users,Number,387
3904,Injured Cassualties,2008,55 - 64 years,Male,All road users,Number,308
3912,Injured Cassualties,2008,55 - 64 years,Female,All road users,Number,257
3920,Injured Cassualties,2008,65 years and over,Male,All road users,Number,290
3928,Injured Cassualties,2008,65 years and over,Female,All road users,Number,298
3936,Injured Cassualties,2008,Age unknown,Male,All road users,Number,574
3944,Injured Cassualties,2008,Age unknown,Female,All road users,Number,356
3968,Injured Cassualties,2009,0 - 5 years,Male,All road users,Number,124
3976,Injured Cassualties,2009,0 - 5 years,Female,All road users,Number,124
3984,Injured Cassualties,2009,6 - 9 years,Male,All road users,Number,127
3992,Injured Cassualties,2009,6 - 9 years,Female,All road users,Number,103
4000,Injured Cassualties,2009,10 - 14 years,Male,All road users,Number,178
4008,Injured Cassualties,2009,10 - 14 years,Female,All road users,Number,146
4016,Injured Cassualties,2009,15 - 17 years,Male,All road users,Number,253
4024,Injured Cassualties,2009,15 - 17 years,Female,All road users,Number,171
4032,Injured Cassualties,2009,18 - 20 years,Male,All road users,Number,606
4040,Injured Cassualties,2009,18 - 20 years,Female,All road users,Number,376
4048,Injured Cassualties,2009,21 - 24 years,Male,All road users,Number,637
4056,Injured Cassualties,2009,21 - 24 years,Female,All road users,Number,453
4064,Injured Cassualties,2009,25 - 34 years,Male,All road users,Number,1207
4072,Injured Cassualties,2009,25 - 34 years,Female,All road users,Number,872
4080,Injured Cassualties,2009,35 - 44 years,Male,All road users,Number,812
4088,Injured Cassualties,2009,35 - 44 years,Female,All road users,Number,594
4096,Injured Cassualties,2009,45 - 54 years,Male,All road users,Number,508
4104,Injured Cassualties,2009,45 - 54 years,Female,All road users,Number,437
4112,Injured Cassualties,2009,55 - 64 years,Male,All road users,Number,321
4120,Injured Cassualties,2009,55 - 64 years,Female,All road users,Number,289
4128,Injured Cassualties,2009,65 years and over,Male,All road users,Number,304
4136,Injured Cassualties,2009,65 years and over,Female,All road users,Number,313
4144,Injured Cassualties,2009,Age unknown,Male,All road users,Number,165
4152,Injured Cassualties,2009,Age unknown,Female,All road users,Number,84
4176,Injured Cassualties,2010,0 - 5 years,Male,All road users,Number,121
4184,Injured Cassualties,2010,0 - 5 years,Female,All road users,Number,109
4192,Injured Cassualties,2010,6 - 9 years,Male,All road users,Number,107
4200,Injured Cassualties,2010,6 - 9 years,Female,All road users,Number,82
4208,Injured Cassualties,2010,10 - 14 years,Male,All road users,Number,159
4216,Injured Cassualties,2010,10 - 14 years,Female,All road users,Number,120
4224,Injured Cassualties,2010,15 - 17 years,Male,All road users,Number,222
4232,Injured Cassualties,2010,15 - 17 years,Female,All road users,Number,145
4240,Injured Cassualties,2010,18 - 20 years,Male,All road users,Number,483
4248,Injured Cassualties,2010,18 - 20 years,Female,All road users,Number,339
4256,Injured Cassualties,2010,21 - 24 years,Male,All road users,Number,487
4264,Injured Cassualties,2010,21 - 24 years,Female,All road users,Number,350
4272,Injured Cassualties,2010,25 - 34 years,Male,All road users,Number,1067
4280,Injured Cassualties,2010,25 - 34 years,Female,All road users,Number,789
4288,Injured Cassualties,2010,35 - 44 years,Male,All road users,Number,693
4296,Injured Cassualties,2010,35 - 44 years,Female,All road users,Number,538
4304,Injured Cassualties,2010,45 - 54 years,Male,All road users,Number,450
4312,Injured Cassualties,2010,45 - 54 years,Female,All road users,Number,385
4320,Injured Cassualties,2010,55 - 64 years,Male,All road users,Number,301
4328,Injured Cassualties,2010,55 - 64 years,Female,All road users,Number,291
4336,Injured Cassualties,2010,65 years and over,Male,All road users,Number,278
4344,Injured Cassualties,2010,65 years and over,Female,All road users,Number,266
4352,Injured Cassualties,2010,Age unknown,Male,All road users,Number,42
4360,Injured Cassualties,2010,Age unknown,Female,All road users,Number,26
4384,Injured Cassualties,2011,0 - 5 years,Male,All road users,Number,98
4392,Injured Cassualties,2011,0 - 5 years,Female,All road users,Number,93
4400,Injured Cassualties,2011,6 - 9 years,Male,All road users,Number,111
4408,Injured Cassualties,2011,6 - 9 years,Female,All road users,Number,74
4416,Injured Cassualties,2011,10 - 14 years,Male,All road users,Number,149
4424,Injured Cassualties,2011,10 - 14 years,Female,All road users,Number,98
4432,Injured Cassualties,2011,15 - 17 years,Male,All road users,Number,179
4440,Injured Cassualties,2011,15 - 17 years,Female,All road users,Number,109
4448,Injured Cassualties,2011,18 - 20 years,Male,All road users,Number,408
4456,Injured Cassualties,2011,18 - 20 years,Female,All road users,Number,271
4464,Injured Cassualties,2011,21 - 24 years,Male,All road users,Number,459
4472,Injured Cassualties,2011,21 - 24 years,Female,All road users,Number,351
4480,Injured Cassualties,2011,25 - 34 years,Male,All road users,Number,951
4488,Injured Cassualties,2011,25 - 34 years,Female,All road users,Number,669
4496,Injured Cassualties,2011,35 - 44 years,Male,All road users,Number,606
4504,Injured Cassualties,2011,35 - 44 years,Female,All road users,Number,434
4512,Injured Cassualties,2011,45 - 54 years,Male,All road users,Number,422
4520,Injured Cassualties,2011,45 - 54 years,Female,All road users,Number,324
4528,Injured Cassualties,2011,55 - 64 years,Male,All road users,Number,270
4536,Injured Cassualties,2011,55 - 64 years,Female,All road users,Number,231
4544,Injured Cassualties,2011,65 years and over,Male,All road users,Number,270
4552,Injured Cassualties,2011,65 years and over,Female,All road users,Number,260
4560,Injured Cassualties,2011,Age unknown,Male,All road users,Number,46
4568,Injured Cassualties,2011,Age unknown,Female,All road users,Number,22
4592,Injured Cassualties,2012,0 - 5 years,Male,All road users,Number,126
4600,Injured Cassualties,2012,0 - 5 years,Female,All road users,Number,88
4608,Injured Cassualties,2012,6 - 9 years,Male,All road users,Number,109
4616,Injured Cassualties,2012,6 - 9 years,Female,All road users,Number,70
4624,Injured Cassualties,2012,10 - 14 years,Male,All road users,Number,156
4632,Injured Cassualties,2012,10 - 14 years,Female,All road users,Number,126
4640,Injured Cassualties,2012,15 - 17 years,Male,All road users,Number,204
4648,Injured Cassualties,2012,15 - 17 years,Female,All road users,Number,145
4656,Injured Cassualties,2012,18 - 20 years,Male,All road users,Number,418
4664,Injured Cassualties,2012,18 - 20 years,Female,All road users,Number,269
4672,Injured Cassualties,2012,21 - 24 years,Male,All road users,Number,525
4680,Injured Cassualties,2012,21 - 24 years,Female,All road users,Number,286
4688,Injured Cassualties,2012,25 - 34 years,Male,All road users,Number,938
4696,Injured Cassualties,2012,25 - 34 years,Female,All road users,Number,714
4704,Injured Cassualties,2012,35 - 44 years,Male,All road users,Number,779
4712,Injured Cassualties,2012,35 - 44 years,Female,All road users,Number,550
4720,Injured Cassualties,2012,45 - 54 years,Male,All road users,Number,514
4728,Injured Cassualties,2012,45 - 54 years,Female,All road users,Number,406
4736,Injured Cassualties,2012,55 - 64 years,Male,All road users,Number,311
4744,Injured Cassualties,2012,55 - 64 years,Female,All road users,Number,285
4752,Injured Cassualties,2012,65 years and over,Male,All road users,Number,299
4760,Injured Cassualties,2012,65 years and over,Female,All road users,Number,288
4768,Injured Cassualties,2012,Age unknown,Male,All road users,Number,46
4776,Injured Cassualties,2012,Age unknown,Female,All road users,Number,23
4800,Injured Cassualties,2013,0 - 5 years,Male,All road users,Number,88
4808,Injured Cassualties,2013,0 - 5 years,Female,All road users,Number,79
4816,Injured Cassualties,2013,6 - 9 years,Male,All road users,Number,91
4824,Injured Cassualties,2013,6 - 9 years,Female,All road users,Number,70
4832,Injured Cassualties,2013,10 - 14 years,Male,All road users,Number,149
4840,Injured Cassualties,2013,10 - 14 years,Female,All road users,Number,99
4848,Injured Cassualties,2013,15 - 17 years,Male,All road users,Number,167
4856,Injured Cassualties,2013,15 - 17 years,Female,All road users,Number,106
4864,Injured Cassualties,2013,18 - 20 years,Male,All road users,Number,332
4872,Injured Cassualties,2013,18 - 20 years,Female,All road users,Number,216
4880,Injured Cassualties,2013,21 - 24 years,Male,All road users,Number,419
4888,Injured Cassualties,2013,21 - 24 years,Female,All road users,Number,285
4896,Injured Cassualties,2013,25 - 34 years,Male,All road users,Number,825
4904,Injured Cassualties,2013,25 - 34 years,Female,All road users,Number,598
4912,Injured Cassualties,2013,35 - 44 years,Male,All road users,Number,663
4920,Injured Cassualties,2013,35 - 44 years,Female,All road users,Number,460
4928,Injured Cassualties,2013,45 - 54 years,Male,All road users,Number,465
4936,Injured Cassualties,2013,45 - 54 years,Female,All road users,Number,373
4944,Injured Cassualties,2013,55 - 64 years,Male,All road users,Number,292
4952,Injured Cassualties,2013,55 - 64 years,Female,All road users,Number,242
4960,Injured Cassualties,2013,65 years and over,Male,All road users,Number,285
4968,Injured Cassualties,2013,65 years and over,Female,All road users,Number,262
4976,Injured Cassualties,2013,Age unknown,Male,All road users,Number,40
4984,Injured Cassualties,2013,Age unknown,Female,All road users,Number,13
5008,Injured Cassualties,2014,0 - 5 years,Male,All road users,Number,118
5016,Injured Cassualties,2014,0 - 5 years,Female,All road users,Number,82
5024,Injured Cassualties,2014,6 - 9 years,Male,All road users,Number,123
5032,Injured Cassualties,2014,6 - 9 years,Female,All road users,Number,71
5040,Injured Cassualties,2014,10 - 14 years,Male,All road users,Number,195
5048,Injured Cassualties,2014,10 - 14 years,Female,All road users,Number,127
5056,Injured Cassualties,2014,15 - 17 years,Male,All road users,Number,173
5064,Injured Cassualties,2014,15 - 17 years,Female,All road users,Number,138
5072,Injured Cassualties,2014,18 - 20 years,Male,All road users,Number,338
5080,Injured Cassualties,2014,18 - 20 years,Female,All road users,Number,242
5088,Injured Cassualties,2014,21 - 24 years,Male,All road users,Number,440
5096,Injured Cassualties,2014,21 - 24 years,Female,All road users,Number,302
5104,Injured Cassualties,2014,25 - 34 years,Male,All road users,Number,990
5112,Injured Cassualties,2014,25 - 34 years,Female,All road users,Number,719
5120,Injured Cassualties,2014,35 - 44 years,Male,All road users,Number,846
5128,Injured Cassualties,2014,35 - 44 years,Female,All road users,Number,617
5136,Injured Cassualties,2014,45 - 54 years,Male,All road users,Number,553
5144,Injured Cassualties,2014,45 - 54 years,Female,All road users,Number,432
5152,Injured Cassualties,2014,55 - 64 years,Male,All road users,Number,321
5160,Injured Cassualties,2014,55 - 64 years,Female,All road users,Number,299
5168,Injured Cassualties,2014,65 years and over,Male,All road users,Number,378
5176,Injured Cassualties,2014,65 years and over,Female,All road users,Number,343
5184,Injured Cassualties,2014,Age unknown,Male,All road users,Number,37
5192,Injured Cassualties,2014,Age unknown,Female,All road users,Number,17
5216,Injured Cassualties,2015,0 - 5 years,Male,All road users,Number,105
5224,Injured Cassualties,2015,0 - 5 years,Female,All road users,Number,77
5232,Injured Cassualties,2015,6 - 9 years,Male,All road users,Number,95
5240,Injured Cassualties,2015,6 - 9 years,Female,All road users,Number,74
5248,Injured Cassualties,2015,10 - 14 years,Male,All road users,Number,163
5256,Injured Cassualties,2015,10 - 14 years,Female,All road users,Number,126
5264,Injured Cassualties,2015,15 - 17 years,Male,All road users,Number,174
5272,Injured Cassualties,2015,15 - 17 years,Female,All road users,Number,127
5280,Injured Cassualties,2015,18 - 20 years,Male,All road users,Number,361
5288,Injured Cassualties,2015,18 - 20 years,Female,All road users,Number,217
5296,Injured Cassualties,2015,21 - 24 years,Male,All road users,Number,460
5304,Injured Cassualties,2015,21 - 24 years,Female,All road users,Number,337
5312,Injured Cassualties,2015,25 - 34 years,Male,All road users,Number,924
5320,Injured Cassualties,2015,25 - 34 years,Female,All road users,Number,705
5328,Injured Cassualties,2015,35 - 44 years,Male,All road users,Number,791
5336,Injured Cassualties,2015,35 - 44 years,Female,All road users,Number,547
5344,Injured Cassualties,2015,45 - 54 years,Male,All road users,Number,545
5352,Injured Cassualties,2015,45 - 54 years,Female,All road users,Number,402
5360,Injured Cassualties,2015,55 - 64 years,Male,All road users,Number,400
5368,Injured Cassualties,2015,55 - 64 years,Female,All road users,Number,328
5376,Injured Cassualties,2015,65 years and over,Male,All road users,Number,338
5384,Injured Cassualties,2015,65 years and over,Female,All road users,Number,342
5392,Injured Cassualties,2015,Age unknown,Male,All road users,Number,19
5400,Injured Cassualties,2015,Age unknown,Female,All road users,Number,13
5424,Injured Cassualties,2016,0 - 5 years,Male,All road users,Number,97
5432,Injured Cassualties,2016,0 - 5 years,Female,All road users,Number,77
5440,Injured Cassualties,2016,6 - 9 years,Male,All road users,Number,84
5448,Injured Cassualties,2016,6 - 9 years,Female,All road users,Number,74
5456,Injured Cassualties,2016,10 - 14 years,Male,All road users,Number,152
5464,Injured Cassualties,2016,10 - 14 years,Female,All road users,Number,94
5472,Injured Cassualties,2016,15 - 17 years,Male,All road users,Number,138
5480,Injured Cassualties,2016,15 - 17 years,Female,All road users,Number,114
5488,Injured Cassualties,2016,18 - 20 years,Male,All road users,Number,283
5496,Injured Cassualties,2016,18 - 20 years,Female,All road users,Number,199
5504,Injured Cassualties,2016,21 - 24 years,Male,All road users,Number,430
5512,Injured Cassualties,2016,21 - 24 years,Female,All road users,Number,307
5520,Injured Cassualties,2016,25 - 34 years,Male,All road users,Number,931
5528,Injured Cassualties,2016,25 - 34 years,Female,All road users,Number,685
5536,Injured Cassualties,2016,35 - 44 years,Male,All road users,Number,878
5544,Injured Cassualties,2016,35 - 44 years,Female,All road users,Number,631
5552,Injured Cassualties,2016,45 - 54 years,Male,All road users,Number,598
5560,Injured Cassualties,2016,45 - 54 years,Female,All road users,Number,437
5568,Injured Cassualties,2016,55 - 64 years,Male,All road users,Number,375
5576,Injured Cassualties,2016,55 - 64 years,Female,All road users,Number,295
5584,Injured Cassualties,2016,65 years and over,Male,All road users,Number,378
5592,Injured Cassualties,2016,65 years and over,Female,All road users,Number,325
5600,Injured Cassualties,2016,Age unknown,Male,All road users,Number,0
5608,Injured Cassualties,2016,Age unknown,Female,All road users,Number,0
5632,Injured Cassualties,2017,0 - 5 years,Male,All road users,Number,89
5640,Injured Cassualties,2017,0 - 5 years,Female,All road users,Number,72
5648,Injured Cassualties,2017,6 - 9 years,Male,All road users,Number,90
5656,Injured Cassualties,2017,6 - 9 years,Female,All road users,Number,99
5664,Injured Cassualties,2017,10 - 14 years,Male,All road users,Number,164
5672,Injured Cassualties,2017,10 - 14 years,Female,All road users,Number,122
5680,Injured Cassualties,2017,15 - 17 years,Male,All road users,Number,159
5688,Injured Cassualties,2017,15 - 17 years,Female,All road users,Number,89
5696,Injured Cassualties,2017,18 - 20 years,Male,All road users,Number,333
5704,Injured Cassualties,2017,18 - 20 years,Female,All road users,Number,173
5712,Injured Cassualties,2017,21 - 24 years,Male,All road users,Number,425
5720,Injured Cassualties,2017,21 - 24 years,Female,All road users,Number,270
5728,Injured Cassualties,2017,25 - 34 years,Male,All road users,Number,951
5736,Injured Cassualties,2017,25 - 34 years,Female,All road users,Number,697
5744,Injured Cassualties,2017,35 - 44 years,Male,All road users,Number,861
5752,Injured Cassualties,2017,35 - 44 years,Female,All road users,Number,610
5760,Injured Cassualties,2017,45 - 54 years,Male,All road users,Number,632
5768,Injured Cassualties,2017,45 - 54 years,Female,All road users,Number,478
5776,Injured Cassualties,2017,55 - 64 years,Male,All road users,Number,369
5784,Injured Cassualties,2017,55 - 64 years,Female,All road users,Number,329
5792,Injured Cassualties,2017,65 years and over,Male,All road users,Number,402
5800,Injured Cassualties,2017,65 years and over,Female,All road users,Number,342
5808,Injured Cassualties,2017,Age unknown,Male,All road users,Number,1
5816,Injured Cassualties,2017,Age unknown,Female,All road users,Number,2
5840,Injured Cassualties,2018,0 - 5 years,Male,All road users,Number,76
5848,Injured Cassualties,2018,0 - 5 years,Female,All road users,Number,57
5856,Injured Cassualties,2018,6 - 9 years,Male,All road users,Number,92
5864,Injured Cassualties,2018,6 - 9 years,Female,All road users,Number,78
5872,Injured Cassualties,2018,10 - 14 years,Male,All road users,Number,157
5880,Injured Cassualties,2018,10 - 14 years,Female,All road users,Number,122
5888,Injured Cassualties,2018,15 - 17 years,Male,All road users,Number,169
5896,Injured Cassualties,2018,15 - 17 years,Female,All road users,Number,119
5904,Injured Cassualties,2018,18 - 20 years,Male,All road users,Number,288
5912,Injured Cassualties,2018,18 - 20 years,Female,All road users,Number,176
5920,Injured Cassualties,2018,21 - 24 years,Male,All road users,Number,378
5928,Injured Cassualties,2018,21 - 24 years,Female,All road users,Number,288
5936,Injured Cassualties,2018,25 - 34 years,Male,All road users,Number,963
5944,Injured Cassualties,2018,25 - 34 years,Female,All road users,Number,694
5952,Injured Cassualties,2018,35 - 44 years,Male,All road users,Number,887
5960,Injured Cassualties,2018,35 - 44 years,Female,All road users,Number,609
5968,Injured Cassualties,2018,45 - 54 years,Male,All road users,Number,680
5976,Injured Cassualties,2018,45 - 54 years,Female,All road users,Number,479
5984,Injured Cassualties,2018,55 - 64 years,Male,All road users,Number,471
5992,Injured Cassualties,2018,55 - 64 years,Female,All road users,Number,339
6000,Injured Cassualties,2018,65 years and over,Male,All road users,Number,413
6008,Injured Cassualties,2018,65 years and over,Female,All road users,Number,423
6016,Injured Cassualties,2018,Age unknown,Male,All road users,Number,7
6024,Injured Cassualties,2018,Age unknown,Female,All road users,Number,1
6048,Injured Cassualties,2019,0 - 5 years,Male,All road users,Number,90
6056,Injured Cassualties,2019,0 - 5 years,Female,All road users,Number,82
6064,Injured Cassualties,2019,6 - 9 years,Male,All road users,Number,101
6072,Injured Cassualties,2019,6 - 9 years,Female,All road users,Number,61
6080,Injured Cassualties,2019,10 - 14 years,Male,All road users,Number,196
6088,Injured Cassualties,2019,10 - 14 years,Female,All road users,Number,133
6096,Injured Cassualties,2019,15 - 17 years,Male,All road users,Number,169
6104,Injured Cassualties,2019,15 - 17 years,Female,All road users,Number,99
6112,Injured Cassualties,2019,18 - 20 years,Male,All road users,Number,262
6120,Injured Cassualties,2019,18 - 20 years,Female,All road users,Number,151
6128,Injured Cassualties,2019,21 - 24 years,Male,All road users,Number,394
6136,Injured Cassualties,2019,21 - 24 years,Female,All road users,Number,243
6144,Injured Cassualties,2019,25 - 34 years,Male,All road users,Number,895
6152,Injured Cassualties,2019,25 - 34 years,Female,All road users,Number,619
6160,Injured Cassualties,2019,35 - 44 years,Male,All road users,Number,866
6168,Injured Cassualties,2019,35 - 44 years,Female,All road users,Number,567
6176,Injured Cassualties,2019,45 - 54 years,Male,All road users,Number,649
6184,Injured Cassualties,2019,45 - 54 years,Female,All road users,Number,470
6192,Injured Cassualties,2019,55 - 64 years,Male,All road users,Number,408
6200,Injured Cassualties,2019,55 - 64 years,Female,All road users,Number,336
6208,Injured Cassualties,2019,65 years and over,Male,All road users,Number,400
6216,Injured Cassualties,2019,65 years and over,Female,All road users,Number,363
6224,Injured Cassualties,2019,Age unknown,Male,All road users,Number,0
6232,Injured Cassualties,2019,Age unknown,Female,All road users,Number,0
