,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
6919,All Killed and Injured Casualties,2008,10 - 14 years,Male,Other road users,Number,8
6921,All Killed and Injured Casualties,2008,10 - 14 years,Female,Pedestrians,Number,40
6922,All Killed and Injured Casualties,2008,10 - 14 years,Female,Pedal cyclists,Number,2
6923,All Killed and Injured Casualties,2008,10 - 14 years,Female,Motor cyclists,Number,0
6925,All Killed and Injured Casualties,2008,10 - 14 years,Female,Car drivers,Number,0
6926,All Killed and Injured Casualties,2008,10 - 14 years,Female,Car passengers,Number,78
6927,All Killed and Injured Casualties,2008,10 - 14 years,Female,Other road users,Number,1
6929,All Killed and Injured Casualties,2008,15 - 17 years,Male,Pedestrians,Number,28
6930,All Killed and Injured Casualties,2008,15 - 17 years,Male,Pedal cyclists,Number,19
6931,All Killed and Injured Casualties,2008,15 - 17 years,Male,Motor cyclists,Number,17
6933,All Killed and Injured Casualties,2008,15 - 17 years,Male,Car drivers,Number,68
6934,All Killed and Injured Casualties,2008,15 - 17 years,Male,Car passengers,Number,129
6935,All Killed and Injured Casualties,2008,15 - 17 years,Male,Other road users,Number,16
6937,All Killed and Injured Casualties,2008,15 - 17 years,Female,Pedestrians,Number,31
6938,All Killed and Injured Casualties,2008,15 - 17 years,Female,Pedal cyclists,Number,0
6939,All Killed and Injured Casualties,2008,15 - 17 years,Female,Motor cyclists,Number,2
6941,All Killed and Injured Casualties,2008,15 - 17 years,Female,Car drivers,Number,26
6942,All Killed and Injured Casualties,2008,15 - 17 years,Female,Car passengers,Number,126
6943,All Killed and Injured Casualties,2008,15 - 17 years,Female,Other road users,Number,9
6945,All Killed and Injured Casualties,2008,18 - 20 years,Male,Pedestrians,Number,48
6946,All Killed and Injured Casualties,2008,18 - 20 years,Male,Pedal cyclists,Number,12
6947,All Killed and Injured Casualties,2008,18 - 20 years,Male,Motor cyclists,Number,22
6949,All Killed and Injured Casualties,2008,18 - 20 years,Male,Car drivers,Number,255
6950,All Killed and Injured Casualties,2008,18 - 20 years,Male,Car passengers,Number,182
6951,All Killed and Injured Casualties,2008,18 - 20 years,Male,Other road users,Number,59
6953,All Killed and Injured Casualties,2008,18 - 20 years,Female,Pedestrians,Number,27
6954,All Killed and Injured Casualties,2008,18 - 20 years,Female,Pedal cyclists,Number,3
6955,All Killed and Injured Casualties,2008,18 - 20 years,Female,Motor cyclists,Number,1
6957,All Killed and Injured Casualties,2008,18 - 20 years,Female,Car drivers,Number,158
6958,All Killed and Injured Casualties,2008,18 - 20 years,Female,Car passengers,Number,172
6959,All Killed and Injured Casualties,2008,18 - 20 years,Female,Other road users,Number,10
6961,All Killed and Injured Casualties,2008,21 - 24 years,Male,Pedestrians,Number,40
6962,All Killed and Injured Casualties,2008,21 - 24 years,Male,Pedal cyclists,Number,18
6963,All Killed and Injured Casualties,2008,21 - 24 years,Male,Motor cyclists,Number,56
6965,All Killed and Injured Casualties,2008,21 - 24 years,Male,Car drivers,Number,243
6966,All Killed and Injured Casualties,2008,21 - 24 years,Male,Car passengers,Number,168
6967,All Killed and Injured Casualties,2008,21 - 24 years,Male,Other road users,Number,54
6969,All Killed and Injured Casualties,2008,21 - 24 years,Female,Pedestrians,Number,32
6970,All Killed and Injured Casualties,2008,21 - 24 years,Female,Pedal cyclists,Number,9
6971,All Killed and Injured Casualties,2008,21 - 24 years,Female,Motor cyclists,Number,3
6973,All Killed and Injured Casualties,2008,21 - 24 years,Female,Car drivers,Number,238
6974,All Killed and Injured Casualties,2008,21 - 24 years,Female,Car passengers,Number,160
6975,All Killed and Injured Casualties,2008,21 - 24 years,Female,Other road users,Number,15
6977,All Killed and Injured Casualties,2008,25 - 34 years,Male,Pedestrians,Number,97
6978,All Killed and Injured Casualties,2008,25 - 34 years,Male,Pedal cyclists,Number,68
6979,All Killed and Injured Casualties,2008,25 - 34 years,Male,Motor cyclists,Number,122
6981,All Killed and Injured Casualties,2008,25 - 34 years,Male,Car drivers,Number,490
6982,All Killed and Injured Casualties,2008,25 - 34 years,Male,Car passengers,Number,201
6983,All Killed and Injured Casualties,2008,25 - 34 years,Male,Other road users,Number,172
6985,All Killed and Injured Casualties,2008,25 - 34 years,Female,Pedestrians,Number,58
6986,All Killed and Injured Casualties,2008,25 - 34 years,Female,Pedal cyclists,Number,31
6987,All Killed and Injured Casualties,2008,25 - 34 years,Female,Motor cyclists,Number,14
6989,All Killed and Injured Casualties,2008,25 - 34 years,Female,Car drivers,Number,472
6990,All Killed and Injured Casualties,2008,25 - 34 years,Female,Car passengers,Number,214
6991,All Killed and Injured Casualties,2008,25 - 34 years,Female,Other road users,Number,29
6993,All Killed and Injured Casualties,2008,35 - 44 years,Male,Pedestrians,Number,71
6994,All Killed and Injured Casualties,2008,35 - 44 years,Male,Pedal cyclists,Number,37
6995,All Killed and Injured Casualties,2008,35 - 44 years,Male,Motor cyclists,Number,96
6997,All Killed and Injured Casualties,2008,35 - 44 years,Male,Car drivers,Number,327
6998,All Killed and Injured Casualties,2008,35 - 44 years,Male,Car passengers,Number,89
6999,All Killed and Injured Casualties,2008,35 - 44 years,Male,Other road users,Number,110
7001,All Killed and Injured Casualties,2008,35 - 44 years,Female,Pedestrians,Number,46
7002,All Killed and Injured Casualties,2008,35 - 44 years,Female,Pedal cyclists,Number,11
7003,All Killed and Injured Casualties,2008,35 - 44 years,Female,Motor cyclists,Number,6
7005,All Killed and Injured Casualties,2008,35 - 44 years,Female,Car drivers,Number,287
7006,All Killed and Injured Casualties,2008,35 - 44 years,Female,Car passengers,Number,114
7007,All Killed and Injured Casualties,2008,35 - 44 years,Female,Other road users,Number,13
7009,All Killed and Injured Casualties,2008,45 - 54 years,Male,Pedestrians,Number,51
7010,All Killed and Injured Casualties,2008,45 - 54 years,Male,Pedal cyclists,Number,24
7011,All Killed and Injured Casualties,2008,45 - 54 years,Male,Motor cyclists,Number,48
7013,All Killed and Injured Casualties,2008,45 - 54 years,Male,Car drivers,Number,198
7014,All Killed and Injured Casualties,2008,45 - 54 years,Male,Car passengers,Number,42
7015,All Killed and Injured Casualties,2008,45 - 54 years,Male,Other road users,Number,78
7017,All Killed and Injured Casualties,2008,45 - 54 years,Female,Pedestrians,Number,40
7018,All Killed and Injured Casualties,2008,45 - 54 years,Female,Pedal cyclists,Number,10
7019,All Killed and Injured Casualties,2008,45 - 54 years,Female,Motor cyclists,Number,6
7021,All Killed and Injured Casualties,2008,45 - 54 years,Female,Car drivers,Number,217
7022,All Killed and Injured Casualties,2008,45 - 54 years,Female,Car passengers,Number,102
7023,All Killed and Injured Casualties,2008,45 - 54 years,Female,Other road users,Number,19
7025,All Killed and Injured Casualties,2008,55 - 64 years,Male,Pedestrians,Number,44
7026,All Killed and Injured Casualties,2008,55 - 64 years,Male,Pedal cyclists,Number,20
7027,All Killed and Injured Casualties,2008,55 - 64 years,Male,Motor cyclists,Number,11
7029,All Killed and Injured Casualties,2008,55 - 64 years,Male,Car drivers,Number,149
7030,All Killed and Injured Casualties,2008,55 - 64 years,Male,Car passengers,Number,37
7031,All Killed and Injured Casualties,2008,55 - 64 years,Male,Other road users,Number,55
7033,All Killed and Injured Casualties,2008,55 - 64 years,Female,Pedestrians,Number,44
7034,All Killed and Injured Casualties,2008,55 - 64 years,Female,Pedal cyclists,Number,4
7035,All Killed and Injured Casualties,2008,55 - 64 years,Female,Motor cyclists,Number,2
7037,All Killed and Injured Casualties,2008,55 - 64 years,Female,Car drivers,Number,108
7038,All Killed and Injured Casualties,2008,55 - 64 years,Female,Car passengers,Number,95
7039,All Killed and Injured Casualties,2008,55 - 64 years,Female,Other road users,Number,9
7041,All Killed and Injured Casualties,2008,65 years and over,Male,Pedestrians,Number,65
7042,All Killed and Injured Casualties,2008,65 years and over,Male,Pedal cyclists,Number,11
7043,All Killed and Injured Casualties,2008,65 years and over,Male,Motor cyclists,Number,5
7045,All Killed and Injured Casualties,2008,65 years and over,Male,Car drivers,Number,176
7046,All Killed and Injured Casualties,2008,65 years and over,Male,Car passengers,Number,33
7047,All Killed and Injured Casualties,2008,65 years and over,Male,Other road users,Number,27
7049,All Killed and Injured Casualties,2008,65 years and over,Female,Pedestrians,Number,92
7050,All Killed and Injured Casualties,2008,65 years and over,Female,Pedal cyclists,Number,5
7051,All Killed and Injured Casualties,2008,65 years and over,Female,Motor cyclists,Number,0
7053,All Killed and Injured Casualties,2008,65 years and over,Female,Car drivers,Number,100
7054,All Killed and Injured Casualties,2008,65 years and over,Female,Car passengers,Number,113
7055,All Killed and Injured Casualties,2008,65 years and over,Female,Other road users,Number,7
7057,All Killed and Injured Casualties,2008,Age unknown,Male,Pedestrians,Number,19
7058,All Killed and Injured Casualties,2008,Age unknown,Male,Pedal cyclists,Number,11
7059,All Killed and Injured Casualties,2008,Age unknown,Male,Motor cyclists,Number,80
7061,All Killed and Injured Casualties,2008,Age unknown,Male,Car drivers,Number,358
7062,All Killed and Injured Casualties,2008,Age unknown,Male,Car passengers,Number,32
7063,All Killed and Injured Casualties,2008,Age unknown,Male,Other road users,Number,75
7065,All Killed and Injured Casualties,2008,Age unknown,Female,Pedestrians,Number,25
7066,All Killed and Injured Casualties,2008,Age unknown,Female,Pedal cyclists,Number,8
7067,All Killed and Injured Casualties,2008,Age unknown,Female,Motor cyclists,Number,3
7069,All Killed and Injured Casualties,2008,Age unknown,Female,Car drivers,Number,293
7070,All Killed and Injured Casualties,2008,Age unknown,Female,Car passengers,Number,19
7071,All Killed and Injured Casualties,2008,Age unknown,Female,Other road users,Number,8
7073,All Killed and Injured Casualties,2009,All ages,Male,Pedestrians,Number,618
7074,All Killed and Injured Casualties,2009,All ages,Male,Pedal cyclists,Number,284
7075,All Killed and Injured Casualties,2009,All ages,Male,Motor cyclists,Number,416
7077,All Killed and Injured Casualties,2009,All ages,Male,Car drivers,Number,2231
7078,All Killed and Injured Casualties,2009,All ages,Male,Car passengers,Number,1295
7079,All Killed and Injured Casualties,2009,All ages,Male,Other road users,Number,580
7081,All Killed and Injured Casualties,2009,All ages,Female,Pedestrians,Number,475
7082,All Killed and Injured Casualties,2009,All ages,Female,Pedal cyclists,Number,77
7083,All Killed and Injured Casualties,2009,All ages,Female,Motor cyclists,Number,29
7085,All Killed and Injured Casualties,2009,All ages,Female,Car drivers,Number,1940
7086,All Killed and Injured Casualties,2009,All ages,Female,Car passengers,Number,1380
7087,All Killed and Injured Casualties,2009,All ages,Female,Other road users,Number,117
7089,All Killed and Injured Casualties,2009,0 - 5 years,Male,Pedestrians,Number,38
7090,All Killed and Injured Casualties,2009,0 - 5 years,Male,Pedal cyclists,Number,2
7091,All Killed and Injured Casualties,2009,0 - 5 years,Male,Motor cyclists,Number,0
7093,All Killed and Injured Casualties,2009,0 - 5 years,Male,Car drivers,Number,0
7094,All Killed and Injured Casualties,2009,0 - 5 years,Male,Car passengers,Number,87
7095,All Killed and Injured Casualties,2009,0 - 5 years,Male,Other road users,Number,2
7097,All Killed and Injured Casualties,2009,0 - 5 years,Female,Pedestrians,Number,24
7098,All Killed and Injured Casualties,2009,0 - 5 years,Female,Pedal cyclists,Number,1
7099,All Killed and Injured Casualties,2009,0 - 5 years,Female,Motor cyclists,Number,0
7101,All Killed and Injured Casualties,2009,0 - 5 years,Female,Car drivers,Number,0
7102,All Killed and Injured Casualties,2009,0 - 5 years,Female,Car passengers,Number,100
7103,All Killed and Injured Casualties,2009,0 - 5 years,Female,Other road users,Number,1
7105,All Killed and Injured Casualties,2009,6 - 9 years,Male,Pedestrians,Number,49
7106,All Killed and Injured Casualties,2009,6 - 9 years,Male,Pedal cyclists,Number,4
7107,All Killed and Injured Casualties,2009,6 - 9 years,Male,Motor cyclists,Number,1
7109,All Killed and Injured Casualties,2009,6 - 9 years,Male,Car drivers,Number,0
7110,All Killed and Injured Casualties,2009,6 - 9 years,Male,Car passengers,Number,71
7111,All Killed and Injured Casualties,2009,6 - 9 years,Male,Other road users,Number,3
7113,All Killed and Injured Casualties,2009,6 - 9 years,Female,Pedestrians,Number,28
7114,All Killed and Injured Casualties,2009,6 - 9 years,Female,Pedal cyclists,Number,5
7115,All Killed and Injured Casualties,2009,6 - 9 years,Female,Motor cyclists,Number,0
7117,All Killed and Injured Casualties,2009,6 - 9 years,Female,Car drivers,Number,0
7118,All Killed and Injured Casualties,2009,6 - 9 years,Female,Car passengers,Number,65
7119,All Killed and Injured Casualties,2009,6 - 9 years,Female,Other road users,Number,5
7121,All Killed and Injured Casualties,2009,10 - 14 years,Male,Pedestrians,Number,58
7122,All Killed and Injured Casualties,2009,10 - 14 years,Male,Pedal cyclists,Number,31
7123,All Killed and Injured Casualties,2009,10 - 14 years,Male,Motor cyclists,Number,2
7125,All Killed and Injured Casualties,2009,10 - 14 years,Male,Car drivers,Number,3
7126,All Killed and Injured Casualties,2009,10 - 14 years,Male,Car passengers,Number,75
7127,All Killed and Injured Casualties,2009,10 - 14 years,Male,Other road users,Number,11
7129,All Killed and Injured Casualties,2009,10 - 14 years,Female,Pedestrians,Number,45
7130,All Killed and Injured Casualties,2009,10 - 14 years,Female,Pedal cyclists,Number,5
7131,All Killed and Injured Casualties,2009,10 - 14 years,Female,Motor cyclists,Number,0
7133,All Killed and Injured Casualties,2009,10 - 14 years,Female,Car drivers,Number,1
7134,All Killed and Injured Casualties,2009,10 - 14 years,Female,Car passengers,Number,93
7135,All Killed and Injured Casualties,2009,10 - 14 years,Female,Other road users,Number,4
7137,All Killed and Injured Casualties,2009,15 - 17 years,Male,Pedestrians,Number,26
7138,All Killed and Injured Casualties,2009,15 - 17 years,Male,Pedal cyclists,Number,26
7139,All Killed and Injured Casualties,2009,15 - 17 years,Male,Motor cyclists,Number,18
7141,All Killed and Injured Casualties,2009,15 - 17 years,Male,Car drivers,Number,52
7142,All Killed and Injured Casualties,2009,15 - 17 years,Male,Car passengers,Number,122
7143,All Killed and Injured Casualties,2009,15 - 17 years,Male,Other road users,Number,18
7145,All Killed and Injured Casualties,2009,15 - 17 years,Female,Pedestrians,Number,43
7146,All Killed and Injured Casualties,2009,15 - 17 years,Female,Pedal cyclists,Number,2
7147,All Killed and Injured Casualties,2009,15 - 17 years,Female,Motor cyclists,Number,4
7149,All Killed and Injured Casualties,2009,15 - 17 years,Female,Car drivers,Number,18
7150,All Killed and Injured Casualties,2009,15 - 17 years,Female,Car passengers,Number,103
7151,All Killed and Injured Casualties,2009,15 - 17 years,Female,Other road users,Number,1
7153,All Killed and Injured Casualties,2009,18 - 20 years,Male,Pedestrians,Number,42
7154,All Killed and Injured Casualties,2009,18 - 20 years,Male,Pedal cyclists,Number,11
7155,All Killed and Injured Casualties,2009,18 - 20 years,Male,Motor cyclists,Number,20
7157,All Killed and Injured Casualties,2009,18 - 20 years,Male,Car drivers,Number,272
7158,All Killed and Injured Casualties,2009,18 - 20 years,Male,Car passengers,Number,238
7159,All Killed and Injured Casualties,2009,18 - 20 years,Male,Other road users,Number,46
7161,All Killed and Injured Casualties,2009,18 - 20 years,Female,Pedestrians,Number,34
7162,All Killed and Injured Casualties,2009,18 - 20 years,Female,Pedal cyclists,Number,1
7163,All Killed and Injured Casualties,2009,18 - 20 years,Female,Motor cyclists,Number,2
7165,All Killed and Injured Casualties,2009,18 - 20 years,Female,Car drivers,Number,164
7166,All Killed and Injured Casualties,2009,18 - 20 years,Female,Car passengers,Number,173
7167,All Killed and Injured Casualties,2009,18 - 20 years,Female,Other road users,Number,10
7169,All Killed and Injured Casualties,2009,21 - 24 years,Male,Pedestrians,Number,59
7170,All Killed and Injured Casualties,2009,21 - 24 years,Male,Pedal cyclists,Number,20
7171,All Killed and Injured Casualties,2009,21 - 24 years,Male,Motor cyclists,Number,52
7173,All Killed and Injured Casualties,2009,21 - 24 years,Male,Car drivers,Number,270
7174,All Killed and Injured Casualties,2009,21 - 24 years,Male,Car passengers,Number,204
7175,All Killed and Injured Casualties,2009,21 - 24 years,Male,Other road users,Number,62
7177,All Killed and Injured Casualties,2009,21 - 24 years,Female,Pedestrians,Number,27
7178,All Killed and Injured Casualties,2009,21 - 24 years,Female,Pedal cyclists,Number,8
7179,All Killed and Injured Casualties,2009,21 - 24 years,Female,Motor cyclists,Number,3
7181,All Killed and Injured Casualties,2009,21 - 24 years,Female,Car drivers,Number,231
7182,All Killed and Injured Casualties,2009,21 - 24 years,Female,Car passengers,Number,171
7183,All Killed and Injured Casualties,2009,21 - 24 years,Female,Other road users,Number,16
7185,All Killed and Injured Casualties,2009,25 - 34 years,Male,Pedestrians,Number,85
7186,All Killed and Injured Casualties,2009,25 - 34 years,Male,Pedal cyclists,Number,62
7187,All Killed and Injured Casualties,2009,25 - 34 years,Male,Motor cyclists,Number,136
7189,All Killed and Injured Casualties,2009,25 - 34 years,Male,Car drivers,Number,579
7190,All Killed and Injured Casualties,2009,25 - 34 years,Male,Car passengers,Number,257
7191,All Killed and Injured Casualties,2009,25 - 34 years,Male,Other road users,Number,129
7193,All Killed and Injured Casualties,2009,25 - 34 years,Female,Pedestrians,Number,74
7194,All Killed and Injured Casualties,2009,25 - 34 years,Female,Pedal cyclists,Number,30
7195,All Killed and Injured Casualties,2009,25 - 34 years,Female,Motor cyclists,Number,6
7197,All Killed and Injured Casualties,2009,25 - 34 years,Female,Car drivers,Number,546
7198,All Killed and Injured Casualties,2009,25 - 34 years,Female,Car passengers,Number,207
7199,All Killed and Injured Casualties,2009,25 - 34 years,Female,Other road users,Number,20
7201,All Killed and Injured Casualties,2009,35 - 44 years,Male,Pedestrians,Number,57
7202,All Killed and Injured Casualties,2009,35 - 44 years,Male,Pedal cyclists,Number,53
7203,All Killed and Injured Casualties,2009,35 - 44 years,Male,Motor cyclists,Number,100
7205,All Killed and Injured Casualties,2009,35 - 44 years,Male,Car drivers,Number,395
7206,All Killed and Injured Casualties,2009,35 - 44 years,Male,Car passengers,Number,93
7207,All Killed and Injured Casualties,2009,35 - 44 years,Male,Other road users,Number,144
7209,All Killed and Injured Casualties,2009,35 - 44 years,Female,Pedestrians,Number,36
7210,All Killed and Injured Casualties,2009,35 - 44 years,Female,Pedal cyclists,Number,14
7211,All Killed and Injured Casualties,2009,35 - 44 years,Female,Motor cyclists,Number,6
7213,All Killed and Injured Casualties,2009,35 - 44 years,Female,Car drivers,Number,376
7214,All Killed and Injured Casualties,2009,35 - 44 years,Female,Car passengers,Number,149
7215,All Killed and Injured Casualties,2009,35 - 44 years,Female,Other road users,Number,17
7217,All Killed and Injured Casualties,2009,45 - 54 years,Male,Pedestrians,Number,69
7218,All Killed and Injured Casualties,2009,45 - 54 years,Male,Pedal cyclists,Number,36
7219,All Killed and Injured Casualties,2009,45 - 54 years,Male,Motor cyclists,Number,49
7221,All Killed and Injured Casualties,2009,45 - 54 years,Male,Car drivers,Number,229
7222,All Killed and Injured Casualties,2009,45 - 54 years,Male,Car passengers,Number,63
7223,All Killed and Injured Casualties,2009,45 - 54 years,Male,Other road users,Number,72
7225,All Killed and Injured Casualties,2009,45 - 54 years,Female,Pedestrians,Number,35
7226,All Killed and Injured Casualties,2009,45 - 54 years,Female,Pedal cyclists,Number,3
7227,All Killed and Injured Casualties,2009,45 - 54 years,Female,Motor cyclists,Number,6
7229,All Killed and Injured Casualties,2009,45 - 54 years,Female,Car drivers,Number,267
7230,All Killed and Injured Casualties,2009,45 - 54 years,Female,Car passengers,Number,115
7231,All Killed and Injured Casualties,2009,45 - 54 years,Female,Other road users,Number,20
7233,All Killed and Injured Casualties,2009,55 - 64 years,Male,Pedestrians,Number,55
7234,All Killed and Injured Casualties,2009,55 - 64 years,Male,Pedal cyclists,Number,23
7235,All Killed and Injured Casualties,2009,55 - 64 years,Male,Motor cyclists,Number,15
7237,All Killed and Injured Casualties,2009,55 - 64 years,Male,Car drivers,Number,166
7238,All Killed and Injured Casualties,2009,55 - 64 years,Male,Car passengers,Number,36
7239,All Killed and Injured Casualties,2009,55 - 64 years,Male,Other road users,Number,43
7241,All Killed and Injured Casualties,2009,55 - 64 years,Female,Pedestrians,Number,33
7242,All Killed and Injured Casualties,2009,55 - 64 years,Female,Pedal cyclists,Number,7
7243,All Killed and Injured Casualties,2009,55 - 64 years,Female,Motor cyclists,Number,2
7245,All Killed and Injured Casualties,2009,55 - 64 years,Female,Car drivers,Number,148
7246,All Killed and Injured Casualties,2009,55 - 64 years,Female,Car passengers,Number,90
7247,All Killed and Injured Casualties,2009,55 - 64 years,Female,Other road users,Number,14
7249,All Killed and Injured Casualties,2009,65 years and over,Male,Pedestrians,Number,67
7250,All Killed and Injured Casualties,2009,65 years and over,Male,Pedal cyclists,Number,10
7251,All Killed and Injured Casualties,2009,65 years and over,Male,Motor cyclists,Number,6
7253,All Killed and Injured Casualties,2009,65 years and over,Male,Car drivers,Number,176
7254,All Killed and Injured Casualties,2009,65 years and over,Male,Car passengers,Number,31
7255,All Killed and Injured Casualties,2009,65 years and over,Male,Other road users,Number,28
7257,All Killed and Injured Casualties,2009,65 years and over,Female,Pedestrians,Number,80
7258,All Killed and Injured Casualties,2009,65 years and over,Female,Pedal cyclists,Number,1
7259,All Killed and Injured Casualties,2009,65 years and over,Female,Motor cyclists,Number,0
7261,All Killed and Injured Casualties,2009,65 years and over,Female,Car drivers,Number,132
7262,All Killed and Injured Casualties,2009,65 years and over,Female,Car passengers,Number,104
7263,All Killed and Injured Casualties,2009,65 years and over,Female,Other road users,Number,8
7265,All Killed and Injured Casualties,2009,Age unknown,Male,Pedestrians,Number,13
7266,All Killed and Injured Casualties,2009,Age unknown,Male,Pedal cyclists,Number,6
7267,All Killed and Injured Casualties,2009,Age unknown,Male,Motor cyclists,Number,17
7269,All Killed and Injured Casualties,2009,Age unknown,Male,Car drivers,Number,89
7270,All Killed and Injured Casualties,2009,Age unknown,Male,Car passengers,Number,18
7271,All Killed and Injured Casualties,2009,Age unknown,Male,Other road users,Number,22
7273,All Killed and Injured Casualties,2009,Age unknown,Female,Pedestrians,Number,16
7274,All Killed and Injured Casualties,2009,Age unknown,Female,Pedal cyclists,Number,0
7275,All Killed and Injured Casualties,2009,Age unknown,Female,Motor cyclists,Number,0
7277,All Killed and Injured Casualties,2009,Age unknown,Female,Car drivers,Number,57
7278,All Killed and Injured Casualties,2009,Age unknown,Female,Car passengers,Number,10
7279,All Killed and Injured Casualties,2009,Age unknown,Female,Other road users,Number,1
7281,All Killed and Injured Casualties,2010,All ages,Male,Pedestrians,Number,544
7282,All Killed and Injured Casualties,2010,All ages,Male,Pedal cyclists,Number,291
7283,All Killed and Injured Casualties,2010,All ages,Male,Motor cyclists,Number,360
7285,All Killed and Injured Casualties,2010,All ages,Male,Car drivers,Number,1762
7286,All Killed and Injured Casualties,2010,All ages,Male,Car passengers,Number,1045
7287,All Killed and Injured Casualties,2010,All ages,Male,Other road users,Number,569
7289,All Killed and Injured Casualties,2010,All ages,Female,Pedestrians,Number,406
7290,All Killed and Injured Casualties,2010,All ages,Female,Pedal cyclists,Number,95
7291,All Killed and Injured Casualties,2010,All ages,Female,Motor cyclists,Number,28
7293,All Killed and Injured Casualties,2010,All ages,Female,Car drivers,Number,1658
7294,All Killed and Injured Casualties,2010,All ages,Female,Car passengers,Number,1174
7295,All Killed and Injured Casualties,2010,All ages,Female,Other road users,Number,125
7297,All Killed and Injured Casualties,2010,0 - 5 years,Male,Pedestrians,Number,44
7298,All Killed and Injured Casualties,2010,0 - 5 years,Male,Pedal cyclists,Number,5
7299,All Killed and Injured Casualties,2010,0 - 5 years,Male,Motor cyclists,Number,0
7301,All Killed and Injured Casualties,2010,0 - 5 years,Male,Car drivers,Number,0
7302,All Killed and Injured Casualties,2010,0 - 5 years,Male,Car passengers,Number,68
7303,All Killed and Injured Casualties,2010,0 - 5 years,Male,Other road users,Number,7
7305,All Killed and Injured Casualties,2010,0 - 5 years,Female,Pedestrians,Number,29
7306,All Killed and Injured Casualties,2010,0 - 5 years,Female,Pedal cyclists,Number,3
7307,All Killed and Injured Casualties,2010,0 - 5 years,Female,Motor cyclists,Number,0
7309,All Killed and Injured Casualties,2010,0 - 5 years,Female,Car drivers,Number,0
7310,All Killed and Injured Casualties,2010,0 - 5 years,Female,Car passengers,Number,75
7311,All Killed and Injured Casualties,2010,0 - 5 years,Female,Other road users,Number,2
7313,All Killed and Injured Casualties,2010,6 - 9 years,Male,Pedestrians,Number,48
7314,All Killed and Injured Casualties,2010,6 - 9 years,Male,Pedal cyclists,Number,9
7315,All Killed and Injured Casualties,2010,6 - 9 years,Male,Motor cyclists,Number,0
7317,All Killed and Injured Casualties,2010,6 - 9 years,Male,Car drivers,Number,0
7318,All Killed and Injured Casualties,2010,6 - 9 years,Male,Car passengers,Number,48
7319,All Killed and Injured Casualties,2010,6 - 9 years,Male,Other road users,Number,4
7321,All Killed and Injured Casualties,2010,6 - 9 years,Female,Pedestrians,Number,29
7322,All Killed and Injured Casualties,2010,6 - 9 years,Female,Pedal cyclists,Number,1
7323,All Killed and Injured Casualties,2010,6 - 9 years,Female,Motor cyclists,Number,0
7325,All Killed and Injured Casualties,2010,6 - 9 years,Female,Car drivers,Number,0
7326,All Killed and Injured Casualties,2010,6 - 9 years,Female,Car passengers,Number,51
7327,All Killed and Injured Casualties,2010,6 - 9 years,Female,Other road users,Number,1
7329,All Killed and Injured Casualties,2010,10 - 14 years,Male,Pedestrians,Number,53
7330,All Killed and Injured Casualties,2010,10 - 14 years,Male,Pedal cyclists,Number,28
7331,All Killed and Injured Casualties,2010,10 - 14 years,Male,Motor cyclists,Number,3
7333,All Killed and Injured Casualties,2010,10 - 14 years,Male,Car drivers,Number,1
7334,All Killed and Injured Casualties,2010,10 - 14 years,Male,Car passengers,Number,69
7335,All Killed and Injured Casualties,2010,10 - 14 years,Male,Other road users,Number,5
7337,All Killed and Injured Casualties,2010,10 - 14 years,Female,Pedestrians,Number,40
7338,All Killed and Injured Casualties,2010,10 - 14 years,Female,Pedal cyclists,Number,7
7339,All Killed and Injured Casualties,2010,10 - 14 years,Female,Motor cyclists,Number,0
7341,All Killed and Injured Casualties,2010,10 - 14 years,Female,Car drivers,Number,0
7342,All Killed and Injured Casualties,2010,10 - 14 years,Female,Car passengers,Number,71
7343,All Killed and Injured Casualties,2010,10 - 14 years,Female,Other road users,Number,3
7345,All Killed and Injured Casualties,2010,15 - 17 years,Male,Pedestrians,Number,26
7346,All Killed and Injured Casualties,2010,15 - 17 years,Male,Pedal cyclists,Number,14
7347,All Killed and Injured Casualties,2010,15 - 17 years,Male,Motor cyclists,Number,16
7349,All Killed and Injured Casualties,2010,15 - 17 years,Male,Car drivers,Number,47
7350,All Killed and Injured Casualties,2010,15 - 17 years,Male,Car passengers,Number,92
7351,All Killed and Injured Casualties,2010,15 - 17 years,Male,Other road users,Number,31
7353,All Killed and Injured Casualties,2010,15 - 17 years,Female,Pedestrians,Number,31
7354,All Killed and Injured Casualties,2010,15 - 17 years,Female,Pedal cyclists,Number,3
7355,All Killed and Injured Casualties,2010,15 - 17 years,Female,Motor cyclists,Number,1
7357,All Killed and Injured Casualties,2010,15 - 17 years,Female,Car drivers,Number,20
7358,All Killed and Injured Casualties,2010,15 - 17 years,Female,Car passengers,Number,86
7359,All Killed and Injured Casualties,2010,15 - 17 years,Female,Other road users,Number,7
7361,All Killed and Injured Casualties,2010,18 - 20 years,Male,Pedestrians,Number,32
7362,All Killed and Injured Casualties,2010,18 - 20 years,Male,Pedal cyclists,Number,6
7363,All Killed and Injured Casualties,2010,18 - 20 years,Male,Motor cyclists,Number,24
7365,All Killed and Injured Casualties,2010,18 - 20 years,Male,Car drivers,Number,203
7366,All Killed and Injured Casualties,2010,18 - 20 years,Male,Car passengers,Number,187
7367,All Killed and Injured Casualties,2010,18 - 20 years,Male,Other road users,Number,48
7369,All Killed and Injured Casualties,2010,18 - 20 years,Female,Pedestrians,Number,29
